# BUSCO version is: 5.2.2 
# The lineage dataset is:  (Creation date: 2024-01-08, number of genomes: 80, number of BUSCOs: 1152)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
18262at135614	Complete	cluster_001_consensus	216630	217262	+	288.3	181	https://v10-1.orthodb.org/?query=18262at135614	CobQ/CobB/MinD/ParA nucleotide binding domain
18265at135614	Complete	cluster_001_consensus	1869855	1870382	+	314.5	161	https://v10-1.orthodb.org/?query=18265at135614	NADH-quinone oxidoreductase subunit E
18268at135614	Complete	cluster_001_consensus	967733	968356	+	304.9	172	https://v10-1.orthodb.org/?query=18268at135614	GTP binding domain
18271at135614	Complete	cluster_001_consensus	605406	606077	+	430.0	206	https://v10-1.orthodb.org/?query=18271at135614	Ribulose-phosphate 3-epimerase
18272at135614	Complete	cluster_001_consensus	1278145	1278771	+	382.9	185	https://v10-1.orthodb.org/?query=18272at135614	ATP-dependent Clp protease proteolytic subunit
18276at135614	Complete	cluster_001_consensus	2146648	2147292	+	320.3	176	https://v10-1.orthodb.org/?query=18276at135614	Ubiquinol-cytochrome c reductase iron-sulfur subunit
18282at135614	Complete	cluster_001_consensus	1797621	1798388	-	373.9	229	https://v10-1.orthodb.org/?query=18282at135614	TatD family
18294at135614	Complete	cluster_001_consensus	2288141	2289118	+	306.9	245	https://v10-1.orthodb.org/?query=18294at135614	Glycosyl transferase, family 4
18320at135614	Complete	cluster_001_consensus	2201983	2202549	+	298.4	166	https://v10-1.orthodb.org/?query=18320at135614	Elongation factor P
18339at135614	Complete	cluster_001_consensus	656818	657435	+	290.0	146	https://v10-1.orthodb.org/?query=18339at135614	RNA pyrophosphohydrolase
18348at135614	Complete	cluster_001_consensus	3955700	3956353	+	219.8	168	https://v10-1.orthodb.org/?query=18348at135614	TetR family transcriptional regulator
18356at135614	Complete	cluster_001_consensus	4038427	4039029	-	261.7	162	https://v10-1.orthodb.org/?query=18356at135614	Riboflavin synthase subunit alpha
18398at135614	Complete	cluster_001_consensus	654398	655051	-	344.7	189	https://v10-1.orthodb.org/?query=18398at135614	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
18414at135614	Complete	cluster_001_consensus	424809	425426	-	279.7	154	https://v10-1.orthodb.org/?query=18414at135614	Carbonic anhydrase
18484at135614	Complete	cluster_001_consensus	3956482	3957138	+	282.0	184	https://v10-1.orthodb.org/?query=18484at135614	Protein-L-isoaspartate O-methyltransferase
18490at135614	Complete	cluster_001_consensus	3430904	3431548	+	254.5	171	https://v10-1.orthodb.org/?query=18490at135614	Hemolysin III
18514at135614	Complete	cluster_001_consensus	3124683	3125345	+	244.3	168	https://v10-1.orthodb.org/?query=18514at135614	Carboxymethylenebutenolidase
18521at135614	Complete	cluster_001_consensus	464535	465419	-	372.5	240	https://v10-1.orthodb.org/?query=18521at135614	Malonyl-
18526at135614	Complete	cluster_001_consensus	4068892	4069743	-	195.5	194	https://v10-1.orthodb.org/?query=18526at135614	general secretion pathway protein GspK
18638at135614	Complete	cluster_001_consensus	4483471	4484172	+	307.9	178	https://v10-1.orthodb.org/?query=18638at135614	Orotate phosphoribosyltransferase
18642at135614	Complete	cluster_001_consensus	3435435	3436175	-	299.6	178	https://v10-1.orthodb.org/?query=18642at135614	Biosynthetic peptidoglycan transglycosylase
18677at135614	Complete	cluster_001_consensus	4855786	4856760	-	228.8	217	https://v10-1.orthodb.org/?query=18677at135614	Putative secreted protein
18681at135614	Complete	cluster_001_consensus	731828	732418	+	291.9	165	https://v10-1.orthodb.org/?query=18681at135614	Nitroreductase
18714at135614	Complete	cluster_001_consensus	4226875	4227435	+	244.8	143	https://v10-1.orthodb.org/?query=18714at135614	Protein of unknown function DUF1415
18740at135614	Complete	cluster_001_consensus	4605935	4606612	+	177.7	179	https://v10-1.orthodb.org/?query=18740at135614	Thymidylate kinase
18764at135614	Complete	cluster_001_consensus	1779745	1780353	+	289.8	167	https://v10-1.orthodb.org/?query=18764at135614	rhomboid family intramembrane serine protease
18767at135614	Complete	cluster_001_consensus	2878330	2878962	-	355.5	190	https://v10-1.orthodb.org/?query=18767at135614	Ribosomal RNA large subunit methyltransferase E
18768at135614	Complete	cluster_001_consensus	3324645	3325211	-	251.3	156	https://v10-1.orthodb.org/?query=18768at135614	Protein of unknown function UPF0301
18774at135614	Complete	cluster_001_consensus	1179786	1180421	+	306.2	174	https://v10-1.orthodb.org/?query=18774at135614	Ribosomal protein L25
18811at135614	Complete	cluster_001_consensus	4431932	4432690	-	336.9	192	https://v10-1.orthodb.org/?query=18811at135614	Haloacid dehalogenase
18853at135614	Complete	cluster_001_consensus	2692758	2693324	+	284.2	152	https://v10-1.orthodb.org/?query=18853at135614	Acireductone dioxygenase
18897at135614	Complete	cluster_001_consensus	221217	222020	+	357.1	219	https://v10-1.orthodb.org/?query=18897at135614	Acetyltransferase
18901at135614	Complete	cluster_001_consensus	3156780	3158075	+	453.9	351	https://v10-1.orthodb.org/?query=18901at135614	tRNA(Ile)-lysidine synthase
18917at135614	Complete	cluster_001_consensus	1289582	1290316	+	373.3	201	https://v10-1.orthodb.org/?query=18917at135614	DNA polymerase III subunit epsilon
18918at135614	Complete	cluster_001_consensus	2332413	2332901	+	269.3	143	https://v10-1.orthodb.org/?query=18918at135614	NUDIX hydrolase domain
18919at135614	Complete	cluster_001_consensus	1121797	1122357	-	290.2	164	https://v10-1.orthodb.org/?query=18919at135614	Nucleoside deaminase
18921at135614	Complete	cluster_001_consensus	2326552	2327136	+	310.5	160	https://v10-1.orthodb.org/?query=18921at135614	Oligoribonuclease
18931at135614	Complete	cluster_001_consensus	1474195	1474917	-	390.9	216	https://v10-1.orthodb.org/?query=18931at135614	Septum formation inhibitor MinC, C-terminal
18963at135614	Complete	cluster_001_consensus	4127717	4128274	-	282.7	158	https://v10-1.orthodb.org/?query=18963at135614	dTDP-4-dehydrorhamnose 3,5-epimerase
18968at135614	Complete	cluster_001_consensus	1138582	1139433	+	350.9	224	https://v10-1.orthodb.org/?query=18968at135614	Release factor glutamine methyltransferase
18994at135614	Complete	cluster_001_consensus	847885	848556	+	261.6	181	https://v10-1.orthodb.org/?query=18994at135614	Protein of unknown function DUF484
18995at135614	Complete	cluster_001_consensus	4625548	4626399	-	377.4	237	https://v10-1.orthodb.org/?query=18995at135614	shikimate dehydrogenase
19033at135614	Complete	cluster_001_consensus	1621477	1622097	+	324.0	175	https://v10-1.orthodb.org/?query=19033at135614	RNA polymerase sigma factor, region 2
19088at135614	Complete	cluster_001_consensus	1300704	1301297	+	332.7	177	https://v10-1.orthodb.org/?query=19088at135614	Recombination protein RecR
19090at135614	Complete	cluster_001_consensus	2196892	2197659	+	328.5	209	https://v10-1.orthodb.org/?query=19090at135614	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
19111at135614	Complete	cluster_001_consensus	4798310	4799074	+	303.6	201	https://v10-1.orthodb.org/?query=19111at135614	Glutamine amidotransferase
19165at135614	Complete	cluster_001_consensus	1202740	1203345	+	334.6	182	https://v10-1.orthodb.org/?query=19165at135614	50S ribosomal protein L4
19170at135614	Complete	cluster_001_consensus	2205560	2206258	+	317.9	194	https://v10-1.orthodb.org/?query=19170at135614	Phosphoglycolate phosphatase
19205at135614	Complete	cluster_001_consensus	3441329	3441937	-	287.3	162	https://v10-1.orthodb.org/?query=19205at135614	TetR family transcriptional regulator
19208at135614	Complete	cluster_001_consensus	2397939	2398718	+	369.4	215	https://v10-1.orthodb.org/?query=19208at135614	3-deoxy-manno-octulosonate cytidylyltransferase
19220at135614	Complete	cluster_001_consensus	1474930	1475529	-	282.6	162	https://v10-1.orthodb.org/?query=19220at135614	Acetyltransferase
19231at135614	Complete	cluster_001_consensus	4460791	4461516	-	192.7	178	https://v10-1.orthodb.org/?query=19231at135614	SURF1-like protein
19266at135614	Complete	cluster_001_consensus	1165478	1166074	-	325.0	171	https://v10-1.orthodb.org/?query=19266at135614	Flavoprotein WrbA-like
19285at135614	Complete	cluster_001_consensus	4229216	4230283	-	351.5	247	https://v10-1.orthodb.org/?query=19285at135614	Methyltransferase small domain
19291at135614	Complete	cluster_001_consensus	2710309	2711292	-	445.9	273	https://v10-1.orthodb.org/?query=19291at135614	Homoserine kinase
19295at135614	Complete	cluster_001_consensus	4800202	4800939	-	328.2	204	https://v10-1.orthodb.org/?query=19295at135614	Sec-independent protein translocase protein TatC
19301at135614	Complete	cluster_001_consensus	4157221	4157886	-	257.5	178	https://v10-1.orthodb.org/?query=19301at135614	Maleylacetoacetate isomerase
19354at135614	Complete	cluster_001_consensus	3879291	3879938	+	333.0	180	https://v10-1.orthodb.org/?query=19354at135614	Ribose-5-phosphate isomerase A
19358at135614	Complete	cluster_001_consensus	3033060	3033758	-	248.3	188	https://v10-1.orthodb.org/?query=19358at135614	Peptidyl-prolyl cis-trans isomerase
19390at135614	Complete	cluster_001_consensus	1093011	1093505	+	202.7	135	https://v10-1.orthodb.org/?query=19390at135614	Dihydrofolate reductase
19403at135614	Complete	cluster_001_consensus	1638257	1638811	+	279.9	167	https://v10-1.orthodb.org/?query=19403at135614	Hypoxanthine-guanine phosphoribosyltransferase
19411at135614	Complete	cluster_001_consensus	3533059	3533778	-	264.2	170	https://v10-1.orthodb.org/?query=19411at135614	tRNA threonylcarbamoyl adenosine modification protein TsaB
19442at135614	Complete	cluster_001_consensus	4385457	4386020	+	240.5	157	https://v10-1.orthodb.org/?query=19442at135614	Threonylcarbamoyl-AMP synthase
19454at135614	Complete	cluster_001_consensus	271638	272282	+	241.4	175	https://v10-1.orthodb.org/?query=19454at135614	Sterol-binding protein
19456at135614	Complete	cluster_001_consensus	2417131	2417766	+	322.6	178	https://v10-1.orthodb.org/?query=19456at135614	Fe/S biogenesis protein NfuA
19457at135614	Complete	cluster_001_consensus	2671618	2672334	-	323.8	205	https://v10-1.orthodb.org/?query=19457at135614	4-hydroxy-tetrahydrodipicolinate reductase
19492at135614	Complete	cluster_001_consensus	8426	9232	+	342.3	214	https://v10-1.orthodb.org/?query=19492at135614	peptidase
19507at135614	Complete	cluster_001_consensus	4095673	4096473	-	277.7	193	https://v10-1.orthodb.org/?query=19507at135614	Disulphide bond isomerase, DsbC/G, N-terminal
19529at135614	Complete	cluster_001_consensus	1785377	1785862	+	232.9	124	https://v10-1.orthodb.org/?query=19529at135614	Glutathione peroxidase
19578at135614	Complete	cluster_001_consensus	1083991	1084644	+	205.2	146	https://v10-1.orthodb.org/?query=19578at135614	SGNH hydrolase superfamily
19587at135614	Complete	cluster_001_consensus	14027	14794	-	355.4	212	https://v10-1.orthodb.org/?query=19587at135614	Pyridoxine 5'-phosphate synthase
19604at135614	Complete	cluster_001_consensus	4207349	4208149	-	347.6	216	https://v10-1.orthodb.org/?query=19604at135614	ATP synthase subunit a
19634at135614	Complete	cluster_001_consensus	2897816	2898442	-	258.6	178	https://v10-1.orthodb.org/?query=19634at135614	Pit accessory protein
19637at135614	Complete	cluster_001_consensus	2331839	2332348	+	251.7	131	https://v10-1.orthodb.org/?query=19637at135614	Protein of unknown function DUF1249
19652at135614	Complete	cluster_001_consensus	2170861	2171361	+	162.1	106	https://v10-1.orthodb.org/?query=19652at135614	ATP-binding protein
19654at135614	Complete	cluster_001_consensus	1208954	1209481	+	220.3	132	https://v10-1.orthodb.org/?query=19654at135614	Ribosomal protein L6
19672at135614	Complete	cluster_001_consensus	3816085	3816900	+	233.5	190	https://v10-1.orthodb.org/?query=19672at135614	Endonuclease
19700at135614	Complete	cluster_001_consensus	3114672	3115175	+	270.8	145	https://v10-1.orthodb.org/?query=19700at135614	SsrA-binding protein
19730at135614	Complete	cluster_001_consensus	2393723	2394385	+	359.2	188	https://v10-1.orthodb.org/?query=19730at135614	Biopolymer transporter ExbB
19745at135614	Complete	cluster_001_consensus	2864198	2864686	-	179.3	124	https://v10-1.orthodb.org/?query=19745at135614	Regulatory protein RecX
19759at135614	Complete	cluster_001_consensus	1210090	1210632	+	297.4	150	https://v10-1.orthodb.org/?query=19759at135614	Ribosomal protein S5
19810at135614	Complete	cluster_001_consensus	1320774	1321733	+	333.9	245	https://v10-1.orthodb.org/?query=19810at135614	DNA polymerase III subunit delta
19816at135614	Complete	cluster_001_consensus	2408708	2409355	+	268.1	176	https://v10-1.orthodb.org/?query=19816at135614	Signal transduction response regulator, C-terminal effector
19820at135614	Complete	cluster_001_consensus	4167308	4167982	-	295.9	184	https://v10-1.orthodb.org/?query=19820at135614	dethiobiotin synthase
19862at135614	Complete	cluster_001_consensus	3268633	3269175	+	169.6	130	https://v10-1.orthodb.org/?query=19862at135614	Acyl-CoA synthetase
19903at135614	Complete	cluster_001_consensus	2885462	2886262	-	273.9	189	https://v10-1.orthodb.org/?query=19903at135614	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
19910at135614	Complete	cluster_001_consensus	2388989	2389723	+	340.9	192	https://v10-1.orthodb.org/?query=19910at135614	lipoprotein releasing system, ATP-binding protein
19947at135614	Complete	cluster_001_consensus	658078	658548	+	260.9	142	https://v10-1.orthodb.org/?query=19947at135614	Bacterioferritin
19956at135614	Complete	cluster_001_consensus	4377367	4377879	-	253.7	144	https://v10-1.orthodb.org/?query=19956at135614	Peptide deformylase
19966at135614	Complete	cluster_001_consensus	2852112	2852921	+	345.9	219	https://v10-1.orthodb.org/?query=19966at135614	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
19969at135614	Complete	cluster_001_consensus	1083267	1083866	-	260.5	163	https://v10-1.orthodb.org/?query=19969at135614	ABC transporter
20022at135614	Complete	cluster_001_consensus	9384	10580	+	425.4	318	https://v10-1.orthodb.org/?query=20022at135614	Tetratricopeptide repeat
20044at135614	Complete	cluster_001_consensus	668818	669711	+	249.6	235	https://v10-1.orthodb.org/?query=20044at135614	Membrane protein
20049at135614	Complete	cluster_001_consensus	3174285	3174755	-	275.0	145	https://v10-1.orthodb.org/?query=20049at135614	RNA methyltransferase RlmH
20052at135614	Complete	cluster_001_consensus	2697446	2698066	-	291.7	175	https://v10-1.orthodb.org/?query=20052at135614	Phosphoribosyl-AMP cyclohydrolase domain
20057at135614	Complete	cluster_001_consensus	3178238	3179107	-	318.2	209	https://v10-1.orthodb.org/?query=20057at135614	Probable nicotinate-nucleotide adenylyltransferase
20112at135614	Complete	cluster_001_consensus	1629783	1630505	+	274.1	197	https://v10-1.orthodb.org/?query=20112at135614	DNA repair protein RecO
20184at135614	Complete	cluster_001_consensus	2049385	2049891	+	260.9	140	https://v10-1.orthodb.org/?query=20184at135614	pantetheine-phosphate adenylyltransferase
20185at135614	Complete	cluster_001_consensus	3363761	3364414	+	265.5	176	https://v10-1.orthodb.org/?query=20185at135614	Phosphoribosylglycinamide formyltransferase
20187at135614	Complete	cluster_001_consensus	1156406	1156960	+	270.4	150	https://v10-1.orthodb.org/?query=20187at135614	FeS assembly SUF system protein SufT
20192at135614	Complete	cluster_001_consensus	1164566	1165051	-	266.0	141	https://v10-1.orthodb.org/?query=20192at135614	L-asparaginase, N-terminal
20197at135614	Complete	cluster_001_consensus	3518067	3519269	-	212.6	224	https://v10-1.orthodb.org/?query=20197at135614	Protein-glutamate methylesterase
20198at135614	Complete	cluster_001_consensus	3913662	3914225	-	261.4	164	https://v10-1.orthodb.org/?query=20198at135614	Adenylate kinase
20220at135614	Complete	cluster_001_consensus	3528690	3529220	-	220.5	141	https://v10-1.orthodb.org/?query=20220at135614	CheW-like domain
20225at135614	Complete	cluster_001_consensus	3457659	3458207	-	258.4	149	https://v10-1.orthodb.org/?query=20225at135614	NUDIX hydrolase domain
20241at135614	Complete	cluster_001_consensus	1197325	1197792	+	164.9	86	https://v10-1.orthodb.org/?query=20241at135614	Ribosomal protein S7 domain
20267at135614	Complete	cluster_001_consensus	1286461	1287645	-	301.2	247	https://v10-1.orthodb.org/?query=20267at135614	LysM domain
20296at135614	Complete	cluster_001_consensus	1472529	1473020	-	233.6	126	https://v10-1.orthodb.org/?query=20296at135614	A0A0A2WHP4_9GAMM
20313at135614	Complete	cluster_001_consensus	1293715	1294464	+	245.0	185	https://v10-1.orthodb.org/?query=20313at135614	3-deoxy-D-manno-octulosonic acid kinase
20386at135614	Complete	cluster_001_consensus	834704	835435	+	336.2	212	https://v10-1.orthodb.org/?query=20386at135614	DNA-binding response regulator
20416at135614	Complete	cluster_001_consensus	1207468	1208010	+	311.5	159	https://v10-1.orthodb.org/?query=20416at135614	Ribosomal protein L5
20516at135614	Complete	cluster_001_consensus	849963	850514	+	299.2	158	https://v10-1.orthodb.org/?query=20516at135614	ATP-dependent protease subunit HslV
20553at135614	Complete	cluster_001_consensus	276801	277430	+	297.1	180	https://v10-1.orthodb.org/?query=20553at135614	Acyltransferase
20600at135614	Complete	cluster_001_consensus	1252828	1253820	+	158.8	187	https://v10-1.orthodb.org/?query=20600at135614	Sporulation-like domain
20629at135614	Complete	cluster_001_consensus	1708367	1709041	-	289.6	175	https://v10-1.orthodb.org/?query=20629at135614	Protein of unknown function DUF502
20632at135614	Complete	cluster_001_consensus	1141554	1142105	-	247.1	154	https://v10-1.orthodb.org/?query=20632at135614	NUDIX hydrolase domain
20709at135614	Complete	cluster_001_consensus	3149913	3150467	-	190.1	128	https://v10-1.orthodb.org/?query=20709at135614	Peptidyl-prolyl cis-trans isomerase
20721at135614	Complete	cluster_001_consensus	1554607	1555119	+	226.4	146	https://v10-1.orthodb.org/?query=20721at135614	Ribosome maturation factor RimM
20741at135614	Complete	cluster_001_consensus	2848952	2849434	+	228.4	127	https://v10-1.orthodb.org/?query=20741at135614	peroxiredoxin
20789at135614	Complete	cluster_001_consensus	2255876	2256520	-	276.3	167	https://v10-1.orthodb.org/?query=20789at135614	Cytochrome c biogenesis ATP-binding export protein CcmA
20794at135614	Complete	cluster_001_consensus	3850284	3850949	-	322.1	180	https://v10-1.orthodb.org/?query=20794at135614	Fimbrial protein
20906at135614	Complete	cluster_001_consensus	3919658	3920194	+	322.8	154	https://v10-1.orthodb.org/?query=20906at135614	Inorganic pyrophosphatase
20984at135614	Complete	cluster_001_consensus	4168099	4168581	+	265.8	144	https://v10-1.orthodb.org/?query=20984at135614	Diguanylate cyclase
20985at135614	Complete	cluster_001_consensus	1223724	1224218	+	243.8	134	https://v10-1.orthodb.org/?query=20985at135614	Peptidyl-prolyl cis-trans isomerase
20987at135614	Complete	cluster_001_consensus	2871798	2872292	-	273.2	135	https://v10-1.orthodb.org/?query=20987at135614	CinA-like, C-terminal
20990at135614	Complete	cluster_001_consensus	1289110	1289562	+	228.3	124	https://v10-1.orthodb.org/?query=20990at135614	Ribonuclease H
20991at135614	Complete	cluster_001_consensus	2183990	2184538	-	231.8	139	https://v10-1.orthodb.org/?query=20991at135614	YaeQ
20992at135614	Complete	cluster_001_consensus	3359820	3360986	-	468.2	299	https://v10-1.orthodb.org/?query=20992at135614	Membrane protein
21020at135614	Complete	cluster_001_consensus	3911353	3911949	-	221.1	158	https://v10-1.orthodb.org/?query=21020at135614	Lon, substrate-binding domain
21061at135614	Complete	cluster_001_consensus	2225095	2225613	+	148.4	106	https://v10-1.orthodb.org/?query=21061at135614	Glycine zipper 2TM domain
21069at135614	Complete	cluster_001_consensus	655233	655661	+	258.6	126	https://v10-1.orthodb.org/?query=21069at135614	Ribosomal protein L13
21157at135614	Complete	cluster_001_consensus	1855226	1856032	+	306.4	209	https://v10-1.orthodb.org/?query=21157at135614	Tryptophan synthase alpha chain
21159at135614	Complete	cluster_001_consensus	1734880	1735437	-	288.1	174	https://v10-1.orthodb.org/?query=21159at135614	Ribosome recycling factor
21239at135614	Complete	cluster_001_consensus	1311070	1311645	-	224.2	156	https://v10-1.orthodb.org/?query=21239at135614	Nucleoside triphosphate pyrophosphatase Maf-like protein
21253at135614	Complete	cluster_001_consensus	3559560	3560117	+	291.1	154	https://v10-1.orthodb.org/?query=21253at135614	Ferritin-like
21258at135614	Complete	cluster_001_consensus	2402474	2403106	+	268.7	163	https://v10-1.orthodb.org/?query=21258at135614	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
21290at135614	Complete	cluster_001_consensus	326462	327040	+	236.3	140	https://v10-1.orthodb.org/?query=21290at135614	Pseudouridine synthase
21301at135614	Complete	cluster_001_consensus	3878135	3878725	+	196.5	149	https://v10-1.orthodb.org/?query=21301at135614	5-formyltetrahydrofolate cyclo-ligase
21325at135614	Complete	cluster_001_consensus	1186997	1187530	+	277.4	147	https://v10-1.orthodb.org/?query=21325at135614	Ribosomal protein L10
21326at135614	Complete	cluster_001_consensus	2666061	2666537	-	265.9	148	https://v10-1.orthodb.org/?query=21326at135614	Transcription elongation factor GreA
21349at135614	Complete	cluster_001_consensus	1833470	1834033	-	248.5	143	https://v10-1.orthodb.org/?query=21349at135614	Transcription elongation factor GreA/GreB
21361at135614	Complete	cluster_001_consensus	2884955	2885446	-	287.5	145	https://v10-1.orthodb.org/?query=21361at135614	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
21387at135614	Complete	cluster_001_consensus	3029612	3030187	+	239.5	146	https://v10-1.orthodb.org/?query=21387at135614	N-acetylmuramoyl-L-alanine amidase
21397at135614	Complete	cluster_001_consensus	1102047	1102604	-	286.1	162	https://v10-1.orthodb.org/?query=21397at135614	Cobalamin adenosyltransferase-like
21423at135614	Complete	cluster_001_consensus	3070252	3070989	-	203.9	141	https://v10-1.orthodb.org/?query=21423at135614	Nucleoprotein/polynucleotide-associated enzyme
21429at135614	Complete	cluster_001_consensus	1226186	1226647	-	215.8	130	https://v10-1.orthodb.org/?query=21429at135614	Cell wall hydrolase
21454at135614	Complete	cluster_001_consensus	3406459	3407001	+	196.8	131	https://v10-1.orthodb.org/?query=21454at135614	Shikimate kinase
21519at135614	Complete	cluster_001_consensus	4069740	4070375	-	154.7	149	https://v10-1.orthodb.org/?query=21519at135614	General secretion pathway protein GspJ
21520at135614	Complete	cluster_001_consensus	2810894	2811379	-	189.5	132	https://v10-1.orthodb.org/?query=21520at135614	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK
21546at135614	Complete	cluster_001_consensus	1152411	1152974	-	244.4	147	https://v10-1.orthodb.org/?query=21546at135614	RNA polymerase sigma factor
21577at135614	Complete	cluster_001_consensus	4184007	4184531	+	224.8	145	https://v10-1.orthodb.org/?query=21577at135614	Lactoylglutathione lyase
21582at135614	Complete	cluster_001_consensus	1632950	1633447	+	218.5	139	https://v10-1.orthodb.org/?query=21582at135614	CYTH domain protein
21599at135614	Complete	cluster_001_consensus	469814	470539	+	222.6	189	https://v10-1.orthodb.org/?query=21599at135614	Phosphoribosyltransferase domain
21608at135614	Complete	cluster_001_consensus	4223099	4223584	+	255.5	141	https://v10-1.orthodb.org/?query=21608at135614	UPF0234, N-terminal
21616at135614	Complete	cluster_001_consensus	3257211	3257705	-	248.7	139	https://v10-1.orthodb.org/?query=21616at135614	Winged helix-like DNA-binding domain superfamily
21628at135614	Complete	cluster_001_consensus	912416	913153	-	255.3	196	https://v10-1.orthodb.org/?query=21628at135614	Short-chain dehydrogenase/reductase, conserved site
21632at135614	Complete	cluster_001_consensus	246099	246614	+	219.7	128	https://v10-1.orthodb.org/?query=21632at135614	Protein-export protein SecB
21649at135614	Complete	cluster_001_consensus	2879895	2880671	-	275.9	175	https://v10-1.orthodb.org/?query=21649at135614	LysM domain
21669at135614	Complete	cluster_001_consensus	3459658	3460392	+	300.3	195	https://v10-1.orthodb.org/?query=21669at135614	16S rRNA (uracil(1498)-N(3))-methyltransferase
21716at135614	Complete	cluster_001_consensus	1875043	1875531	+	294.8	145	https://v10-1.orthodb.org/?query=21716at135614	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
21723at135614	Complete	cluster_001_consensus	3093667	3094269	+	205.2	137	https://v10-1.orthodb.org/?query=21723at135614	Impact, N-terminal
21739at135614	Complete	cluster_001_consensus	4067774	4068895	-	392.3	316	https://v10-1.orthodb.org/?query=21739at135614	Fimbrial assembly PilN
21755at135614	Complete	cluster_001_consensus	4036527	4036991	-	261.4	143	https://v10-1.orthodb.org/?query=21755at135614	6,7-dimethyl-8-ribityllumazine synthase
21757at135614	Complete	cluster_001_consensus	4952053	4952715	+	209.2	160	https://v10-1.orthodb.org/?query=21757at135614	Organic solvent ABC transporter
21759at135614	Complete	cluster_001_consensus	3849754	3850287	-	259.9	151	https://v10-1.orthodb.org/?query=21759at135614	Fimbrial protein
21763at135614	Complete	cluster_001_consensus	217277	217753	+	161.6	121	https://v10-1.orthodb.org/?query=21763at135614	Histidine phosphatase superfamily
21791at135614	Complete	cluster_001_consensus	1007753	1008199	+	208.0	125	https://v10-1.orthodb.org/?query=21791at135614	SpoVT-AbrB domain
21792at135614	Complete	cluster_001_consensus	2222769	2223437	-	244.0	125	https://v10-1.orthodb.org/?query=21792at135614	Fe-S cluster assembly protein SufE
21831at135614	Complete	cluster_001_consensus	1851929	1852597	+	251.4	182	https://v10-1.orthodb.org/?query=21831at135614	N-(5'-phosphoribosyl)anthranilate isomerase
21845at135614	Complete	cluster_001_consensus	1205861	1206274	+	252.0	126	https://v10-1.orthodb.org/?query=21845at135614	Ribosomal protein L16
21867at135614	Complete	cluster_001_consensus	3867643	3868242	+	254.0	166	https://v10-1.orthodb.org/?query=21867at135614	non-canonical purine NTP pyrophosphatase
21883at135614	Complete	cluster_001_consensus	3684672	3685295	+	261.5	173	https://v10-1.orthodb.org/?query=21883at135614	Dephospho-CoA kinase
21891at135614	Complete	cluster_001_consensus	3359113	3359823	-	256.6	189	https://v10-1.orthodb.org/?query=21891at135614	DnaA regulatory inactivator Hda
21927at135614	Complete	cluster_001_consensus	3185991	3186440	+	211.5	133	https://v10-1.orthodb.org/?query=21927at135614	Tetrameric acyl-CoA thioesterase
21972at135614	Complete	cluster_001_consensus	1733277	1734104	-	297.7	223	https://v10-1.orthodb.org/?query=21972at135614	Phosphatidate cytidylyltransferase
22009at135614	Complete	cluster_001_consensus	220671	221099	+	183.8	105	https://v10-1.orthodb.org/?query=22009at135614	Thioesterase
22054at135614	Complete	cluster_001_consensus	1723542	1724267	-	337.7	179	https://v10-1.orthodb.org/?query=22054at135614	Ribonuclease HII
22082at135614	Complete	cluster_001_consensus	4099488	4100570	-	425.6	299	https://v10-1.orthodb.org/?query=22082at135614	Permease LptG/LptF-related
22154at135614	Complete	cluster_001_consensus	2490330	2490959	-	298.9	178	https://v10-1.orthodb.org/?query=22154at135614	outer membrane lipoprotein carrier protein LolA
22171at135614	Complete	cluster_001_consensus	256777	257253	-	211.6	124	https://v10-1.orthodb.org/?query=22171at135614	tRNA (cytidine/uridine-2'-O-)-methyltransferase
22194at135614	Complete	cluster_001_consensus	3536066	3536590	-	140.6	121	https://v10-1.orthodb.org/?query=22194at135614	Tetratricopeptide-like helical domain superfamily
22251at135614	Complete	cluster_001_consensus	20313	21005	+	256.0	179	https://v10-1.orthodb.org/?query=22251at135614	rhomboid family intramembrane serine protease
22259at135614	Complete	cluster_001_consensus	4740965	4741528	-	230.9	166	https://v10-1.orthodb.org/?query=22259at135614	4-phosphopantetheinyl transferase
22283at135614	Complete	cluster_001_consensus	1094844	1095227	-	171.8	103	https://v10-1.orthodb.org/?query=22283at135614	Protein ApaG
22300at135614	Complete	cluster_001_consensus	3028573	3029100	-	204.4	143	https://v10-1.orthodb.org/?query=22300at135614	Alpha/beta hydrolase
22310at135614	Complete	cluster_001_consensus	3341784	3342323	+	223.6	142	https://v10-1.orthodb.org/?query=22310at135614	GNAT domain
22346at135614	Complete	cluster_001_consensus	3585559	3586083	-	227.0	143	https://v10-1.orthodb.org/?query=22346at135614	Crossover junction endodeoxyribonuclease RuvC
22406at135614	Complete	cluster_001_consensus	3529600	3529953	-	216.4	104	https://v10-1.orthodb.org/?query=22406at135614	Pilus assembly protein PilG
