Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
cluster_001_consensus	cds	112943	113365	+	FAFAHP_00490		Lrp/AsnC family transcriptional regulator	RefSeq:WP_016903899.1, SO:0001217, UniParc:UPI0002D79D77, UniRef:UniRef100_A0A2N7V9L3, UniRef:UniRef50_R9B9G0, UniRef:UniRef90_A0A2N7V9L3
cluster_001_consensus	cds	113689	114450	+	FAFAHP_00495	fliY	L-cystine-binding protein FliY	RefSeq:WP_016902921.1, SO:0001217, UniParc:UPI000382100A, UniRef:UniRef100_A0A2N7V9J8, UniRef:UniRef50_A0A1Y0FNA2, UniRef:UniRef90_A0A8D6XX13
cluster_001_consensus	cds	114475	115263	+	FAFAHP_00500		ABC transmembrane type-1 domain-containing protein	RefSeq:WP_016902920.1, SO:0001217, UniParc:UPI0002E6B33D, UniRef:UniRef100_A0A2N7V9K6, UniRef:UniRef50_A0A8D6ULD2, UniRef:UniRef90_A0A8D6ULD2
cluster_001_consensus	cds	115260	115670	+	FAFAHP_00505		Amino acid ABC transporter ATP-binding protein	SO:0001217, UniParc:UPI0003E0646B, UniRef:UniRef100_A0A2N7V9I3, UniRef:UniRef50_A0A024HNR6, UniRef:UniRef90_A0A2N7V9I3
cluster_001_consensus	cds	115704	116003	+	FAFAHP_00510		ABC transporter domain-containing protein	SO:0001217, UniParc:UPI0003E078E4, UniRef:UniRef100_W4SCT1, UniRef:UniRef50_W4SCT1, UniRef:UniRef90_W4SCT1
cluster_001_consensus	cds	116016	117917	-	FAFAHP_00515		Sigma-54-dependent transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A157SI01
cluster_001_consensus	cds	118157	119686	+	FAFAHP_00520	adhE	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	COG:COG1012, COG:I, RefSeq:WP_039509612.1, SO:0001217, UniParc:UPI0003E0746B, UniRef:UniRef100_W4SIK6, UniRef:UniRef50_F8JX40, UniRef:UniRef90_A0A0U5FES8
cluster_001_consensus	cds	119835	120851	+	FAFAHP_00525	adhP	alcohol dehydrogenase AdhP	SO:0001217, UniRef:UniRef50_P12311, UniRef:UniRef90_A0A7G9KG97
cluster_001_consensus	cds	120873	121268	+	FAFAHP_00530		Acetaldehyde dehydrogenase	RefSeq:WP_039509616.1, SO:0001217, UniParc:UPI0003E08053, UniRef:UniRef100_W4SJN2, UniRef:UniRef50_A0A2P9HJU8, UniRef:UniRef90_F0C457
cluster_001_consensus	cds	121318	121497	-	FAFAHP_00535		ATP-grasp target RiPP	RefSeq:WP_039509619.1, SO:0001217, UniParc:UPI0003A83ACB, UniRef:UniRef100_W4SK54, UniRef:UniRef50_A0A2S7CN12, UniRef:UniRef90_W4SK54
cluster_001_consensus	cds	121652	122602	+	FAFAHP_00540	ykoV	Ku protein	COG:COG1273, COG:L, RefSeq:WP_039509620.1, SO:0001217, UniParc:UPI0004610581, UniRef:UniRef100_W4SIE2, UniRef:UniRef50_W0PGY0, UniRef:UniRef90_A0A0U5FFE3
cluster_001_consensus	cds	122612	125392	+	FAFAHP_00545	ligD	DNA ligase D	RefSeq:WP_043087130.1, SO:0001217, UniParc:UPI000461F043, UniRef:UniRef100_A0A5P3KLQ6, UniRef:UniRef50_A0A0S2G6C3, UniRef:UniRef90_A0A2S7AJ74
cluster_001_consensus	cds	125716	126876	-	FAFAHP_00550	lldD	FMN-dependent L-lactate dehydrogenase LldD	COG:CIR, COG:COG1304, EC:1.1.-.-, GO:0004457, GO:0005886, GO:0010181, GO:0019516, RefSeq:WP_039510549.1, SO:0001217, UniParc:UPI0003E084C1, UniRef:UniRef100_A0A5P3KPA6, UniRef:UniRef50_C3K053, UniRef:UniRef90_Q3BZH2
cluster_001_consensus	cds	127013	127579	-	FAFAHP_00555		Protein-S-isoprenylcysteine methyltransferase	RefSeq:WP_016902908.1, SO:0001217, UniParc:UPI0002E64CF7, UniRef:UniRef100_A0A2N7V9K4, UniRef:UniRef50_Q3BZG9, UniRef:UniRef90_Q5H6Z3
cluster_001_consensus	cds	127735	128838	+	FAFAHP_00560		Histidine kinase	SO:0001217, UniParc:UPI0003E08537, UniRef:UniRef100_A0A5P3KU08, UniRef:UniRef50_A0A0H1AHX3, UniRef:UniRef90_A0A0E3YUT5
cluster_001_consensus	cds	129188	129466	+	FAFAHP_00565		HTH luxR-type domain-containing protein	SO:0001217, UniParc:UPI0003E066A0, UniRef:UniRef100_W4SJ85, UniRef:UniRef50_W4SJ85, UniRef:UniRef90_W4SJ85
cluster_001_consensus	cds	130028	130477	+	FAFAHP_00570		DUF4333 domain-containing protein	RefSeq:WP_064485224.1, SO:0001217, UniParc:UPI000461B712, UniRef:UniRef100_W4SJ03, UniRef:UniRef50_W4SJ03, UniRef:UniRef90_W4SJ03
cluster_001_consensus	cds	130789	131193	-	FAFAHP_00575		FHA domain-containing protein	RefSeq:WP_016902904.1, SO:0001217, UniParc:UPI000319BA45, UniRef:UniRef100_A0A2N7V9G0, UniRef:UniRef50_Q8PR27, UniRef:UniRef90_A0A0E3YR80
cluster_001_consensus	cds	131190	134540	-	FAFAHP_00580		OmpR/PhoB-type domain-containing protein	RefSeq:WP_054590722.1, SO:0001217, UniParc:UPI0006CAE956, UniRef:UniRef100_A0A5P3KL98, UniRef:UniRef50_A0A6V7BAH4, UniRef:UniRef90_A0A8D6UJ97
cluster_001_consensus	cds	134833	136041	+	FAFAHP_00585	fabV	Enoyl-[acyl-carrier-protein] reductase [NADH]	COG:COG3007, COG:I, EC:1.3.1.9, GO:0004318, GO:0006633, GO:0016631, GO:0051287, KEGG:K00209, RefSeq:WP_039515515.1, SO:0001217, UniParc:UPI0003A68189, UniRef:UniRef100_A0A8E4EWV7, UniRef:UniRef50_Q2P9J6, UniRef:UniRef90_Q2P9J6
cluster_001_consensus	cds	136257	136556	+	FAFAHP_00590	lrgA	LrgA family protein	RefSeq:WP_026064417.1, SO:0001217, UniParc:UPI0003E064F8, UniRef:UniRef100_A0A2N7V9L4, UniRef:UniRef50_A0A0G9CKJ6, UniRef:UniRef90_A0A2N7V9L4
cluster_001_consensus	cds	136743	137765	-	FAFAHP_00595	rbsK	Sugar or nucleoside kinase, ribokinase family	COG:COG0524, COG:G, RefSeq:WP_039515512.1, SO:0001217, UniParc:UPI0003E07E4C, UniRef:UniRef100_W4SKS6, UniRef:UniRef50_A0A6V7BTX1, UniRef:UniRef90_A0A6V7BTX1
cluster_001_consensus	cds	138051	140831	+	FAFAHP_00600	fepA	Outer membrane receptor for ferrienterochelin and colicins	COG:COG4771, COG:P, RefSeq:WP_043087786.1, SO:0001217, UniParc:UPI0003E0651D, UniRef:UniRef100_W4SK74, UniRef:UniRef50_A0A0Q8DLC9, UniRef:UniRef90_W4SK74
cluster_001_consensus	cds	141077	144937	+	FAFAHP_00605	lamG	LamG domain-containing protein	SO:0001217, UniParc:UPI0003E05F05, UniRef:UniRef100_W4SJL2, UniRef:UniRef50_A0A2S7E918, UniRef:UniRef90_A0A2S7E918
cluster_001_consensus	cds	145533	145832	-	FAFAHP_00610		Integrase-SAM-like-N domain-containing protein	RefSeq:WP_236127057.1, SO:0001217, UniParc:UPI0003E07094, UniRef:UniRef100_W4SIZ5, UniRef:UniRef50_W4SIZ5, UniRef:UniRef90_W4SIZ5
cluster_001_consensus	cds	146188	147291	+	FAFAHP_00615		Peptidase-M78 domain-containing protein	SO:0001217, UniParc:UPI0003E06077, UniRef:UniRef100_A0A5P3KLP7, UniRef:UniRef50_A0A383SAN5, UniRef:UniRef90_A0A383SAN5
cluster_001_consensus	cds	147278	147757	+	FAFAHP_00620	vapC	tRNA(fMet)-specific endonuclease VapC	RefSeq:WP_039515504.1, SO:0001217, UniParc:UPI0003E07E3B, UniRef:UniRef100_W4SK71, UniRef:UniRef50_A0A2N7QMT9, UniRef:UniRef90_A0A383SBQ4
cluster_001_consensus	cds	148307	148969	+	FAFAHP_00625		RNase H domain-containing protein	SO:0001217, UniRef:UniRef50_A0A383S9Z7, UniRef:UniRef90_A0A383S9Z7
cluster_001_consensus	cds	149051	149704	+	FAFAHP_00630		DUF3074 domain-containing protein	RefSeq:WP_043087784.1, SO:0001217, UniParc:UPI0003E08041, UniRef:UniRef100_W4SJ70, UniRef:UniRef50_W4SJ70, UniRef:UniRef90_W4SJ70
cluster_001_consensus	cds	150074	150484	+	FAFAHP_00635		Site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A7Y4W2B8
cluster_001_consensus	cds	150671	151885	-	FAFAHP_00640	tnp	IS4 family transposase	RefSeq:WP_043087966.1, SO:0001217, UniParc:UPI000461AC50, UniRef:UniRef100_A0A5P3KPF8, UniRef:UniRef50_A0A7W8JKJ3, UniRef:UniRef90_Q5GXH3
cluster_001_consensus	cds	152244	152717	+	FAFAHP_00645		DUF4440 domain-containing protein	RefSeq:WP_081327714.1, SO:0001217, UniParc:UPI0009BF32F9, UniRef:UniRef100_A0A5P3KLP4, UniRef:UniRef50_G7UUA0, UniRef:UniRef90_W4RYV2
cluster_001_consensus	ncRNA	152959	153041	+	FAFAHP_00650	sRNA-Xcc1	sRNA-Xcc1	RFAM:RF02221, SO:0000655
cluster_001_consensus	cds	153084	153437	+	FAFAHP_00655		SymE-toxin domain-containing protein	RefSeq:WP_054590732.1, SO:0001217, UniParc:UPI0006CACDD0, UniRef:UniRef100_A0A5P3KL21, UniRef:UniRef50_A0A0E3UFN2, UniRef:UniRef90_A0A0E3UFN2
cluster_001_consensus	cds	153492	154229	+	FAFAHP_00660		RNA polymerase sigma factor	KEGG:K03088, RefSeq:WP_223571155.1, SO:0001217, UniParc:UPI000AC075A3, UniRef:UniRef100_A0A5P3KSU3, UniRef:UniRef50_W4RYV6, UniRef:UniRef90_A0A383SA25
cluster_001_consensus	cds	154914	157835	+	FAFAHP_00665		DUF6531 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2N9D3R1, UniRef:UniRef90_UPI001C8DD666
cluster_001_consensus	cds	157802	158545	-	FAFAHP_00670	tnp	IS3 family transposase ORF B	COG:COG2801, COG:X, SO:0001217, UniRef:UniRef50_A0A0H2XAY0, UniRef:UniRef90_A0A0H2XAY0
cluster_001_consensus	cds	158644	158910	-	FAFAHP_00675	tnp	IS3 family ISXca2 transposase ORF A	IS:ISXca2, RefSeq:WP_003474297.1, SO:0001217, UniParc:UPI0001FD4BA8, UniRef:UniRef100_W4SHX1, UniRef:UniRef50_A0A352KQN0, UniRef:UniRef90_A0A0B2C525
cluster_001_consensus	cds	158951	159307	-	FAFAHP_00680		CN hydrolase domain-containing protein	RefSeq:WP_223571156.1, SO:0001217, UniParc:UPI0003E06BE8, UniRef:UniRef100_W4SME1, UniRef:UniRef50_D4TBA4, UniRef:UniRef90_W4SME1
cluster_001_consensus	cds	159544	160755	-	FAFAHP_00685		Lipoprotein	RefSeq:WP_052152708.1, SO:0001217, UniParc:UPI00069148D2, UniRef:UniRef100_W4SMW8, UniRef:UniRef50_W4SMW8, UniRef:UniRef90_W4SMW8
cluster_001_consensus	cds	161085	161750	-	FAFAHP_00690		Lipoprotein	RefSeq:WP_024940570.1, SO:0001217, UniParc:UPI0003E084FF, UniRef:UniRef100_W4SNI7, UniRef:UniRef50_A0A0E3UFW7, UniRef:UniRef90_A0A0E3UFW7
cluster_001_consensus	cds	162023	162643	+	FAFAHP_00695		DUF4142 domain-containing protein	RefSeq:WP_039513884.1, SO:0001217, UniParc:UPI0003E078DC, UniRef:UniRef100_W4SLR9, UniRef:UniRef50_A0A1L5QUC7, UniRef:UniRef90_A0A1L5QUC7
cluster_001_consensus	cds	162817	163707	-	FAFAHP_00700		FG-GAP repeat protein	SO:0001217, UniParc:UPI0003E06B27, UniRef:UniRef100_W4SLX8, UniRef:UniRef50_A0A8D6XWA0, UniRef:UniRef90_A0A8D6XWA0
cluster_001_consensus	cds	163881	164048	+	FAFAHP_00705		Protein of unassigned function	SO:0001217, UniRef:UniRef50_A0A2N9D3U7, UniRef:UniRef90_A0A2N9D3U7
cluster_001_consensus	cds	164058	167174	+	FAFAHP_00710	amyA	Glycosidase/amylase (phosphorylase)	COG:COG0366, COG:G, RefSeq:WP_043087554.1, SO:0001217, UniParc:UPI000460D684, UniRef:UniRef100_A0A5P3KP88, UniRef:UniRef50_Q8PE50, UniRef:UniRef90_A0A1D9ECZ6
cluster_001_consensus	cds	167171	170521	+	FAFAHP_00715	treS	putative trehalose synthase	COG:COG3281, COG:G, RefSeq:WP_039513888.1, SO:0001217, UniParc:UPI000460E260, UniRef:UniRef100_A0A5P3KLY5, UniRef:UniRef50_A0A0P9H4N7, UniRef:UniRef90_A0A6V7BSI2
cluster_001_consensus	cds	170521	172716	+	FAFAHP_00720	glgB	1,4-alpha-glucan branching protein GlgB	COG:COG0296, COG:G, EC:2.4.1.18, GO:0003844, GO:0004553, GO:0005978, GO:0043169, GO:0102752, SO:0001217, UniRef:UniRef50_Q5Z0W8, UniRef:UniRef90_Q3BZE1
cluster_001_consensus	cds	173105	173404	+	FAFAHP_00725		DUF3325 domain-containing protein	RefSeq:WP_043087552.1, SO:0001217, UniParc:UPI0003E0835C, UniRef:UniRef100_W4SLY3, UniRef:UniRef50_A0A0J6FKG7, UniRef:UniRef90_A0A0E3UFW8
cluster_001_consensus	cds	173394	173666	+	FAFAHP_00730		Transmembrane lipoprotein	RefSeq:WP_026064062.1, SO:0001217, UniParc:UPI0003A7BC38, UniRef:UniRef100_A0A0E3UFN6, UniRef:UniRef50_A0A0H2X3Z5, UniRef:UniRef90_A0A0E3UFN6
cluster_001_consensus	cds	173663	175228	+	FAFAHP_00735		PepSY domain-containing protein	RefSeq:WP_039513893.1, SO:0001217, UniParc:UPI0003E05EF8, UniRef:UniRef100_A0A5P3KLN4, UniRef:UniRef50_A0A0K1K3M7, UniRef:UniRef90_A0A2S7A9A7
cluster_001_consensus	cds	175385	175852	+	FAFAHP_00740		Phosphoesterase	RefSeq:WP_039513895.1, SO:0001217, UniParc:UPI0003E06027, UniRef:UniRef100_W4SLS8, UniRef:UniRef50_A0A1Q8IUV4, UniRef:UniRef90_A0A0E3YSU7
cluster_001_consensus	ncRNA	175957	176029	+	FAFAHP_00745	sX9	Xanthomonas sRNA sX9	RFAM:RF02228, SO:0000655
cluster_001_consensus	cds	176283	177431	+	FAFAHP_00750		D-threo-aldose 1-dehydrogenase	RefSeq:WP_039513897.1, SO:0001217, UniParc:UPI0003E06773, UniRef:UniRef100_W4SLY7, UniRef:UniRef50_W4SLY7, UniRef:UniRef90_W4SLY7
cluster_001_consensus	cds	177518	178261	-	FAFAHP_00755		SGNH-hydro domain-containing protein	SO:0001217, UniRef:UniRef50_W4SMF3, UniRef:UniRef90_W4SMF3
cluster_001_consensus	cds	178634	180256	-	FAFAHP_00760		Carboxylic ester hydrolase	SO:0001217, UniRef:UniRef50_A0A0Q4QM55, UniRef:UniRef90_A0A2S7CFS1
cluster_001_consensus	cds	180253	181323	-	FAFAHP_00765		Alpha/beta hydrolase	SO:0001217, UniParc:UPI000460DEAF, UniRef:UniRef100_W4SNJ8, UniRef:UniRef50_M5CHW6, UniRef:UniRef90_W4SNJ8
cluster_001_consensus	cds	181464	182285	+	FAFAHP_00770	mhpD	2-keto-4-pentenoate hydratase	COG:COG3971, COG:Q, RefSeq:WP_039514172.1, SO:0001217, UniParc:UPI0003E071C8, UniRef:UniRef100_W4SLT1, UniRef:UniRef50_B0RLC4, UniRef:UniRef90_B0RLC4
cluster_001_consensus	cds	182323	183321	+	FAFAHP_00775	dctP	TRAP-type C4-dicarboxylate transport system, periplasmic component	COG:COG1638, COG:G, RefSeq:WP_016901234.1, SO:0001217, UniParc:UPI000317F27B, UniRef:UniRef100_W4SLZ3, UniRef:UniRef50_M5CT20, UniRef:UniRef90_A0A0U5FIW8
cluster_001_consensus	cds	183332	183853	+	FAFAHP_00780		TRAP transporter small permease protein	RefSeq:WP_016901233.1, SO:0001217, UniParc:UPI0003117FDC, UniRef:UniRef100_A0A381LWF3, UniRef:UniRef50_A0A5D4XMW4, UniRef:UniRef90_V7ZK04
cluster_001_consensus	cds	183853	185136	+	FAFAHP_00785	dctQ	TRAP-type C4-dicarboxylate transport system, large permease component	COG:COG1593, COG:G, RefSeq:WP_016901232.1, SO:0001217, UniParc:UPI00031EC76C, UniRef:UniRef100_A0A2S6YLK8, UniRef:UniRef50_A0A0Q4P195, UniRef:UniRef90_A0A0U5FND6
cluster_001_consensus	cds	185373	186956	+	FAFAHP_00790	xynB2	Beta-xylosidase	COG:COG3507, COG:G, RefSeq:WP_043087547.1, SO:0001217, UniParc:UPI0003E07E8C, UniRef:UniRef100_W4SNK2, UniRef:UniRef50_A0A6V7BEV5, UniRef:UniRef90_A0A6V7BEV5
cluster_001_consensus	cds	187098	188156	+	FAFAHP_00795	purR	DNA-binding transcriptional regulator, LacI/PurR family	COG:COG1609, COG:K, RefSeq:WP_024939515.1, SO:0001217, UniParc:UPI0003E0769F, UniRef:UniRef100_A0A5P3KKS1, UniRef:UniRef50_J7VJK6, UniRef:UniRef90_Q5H6H6
cluster_001_consensus	cds	188574	189428	+	FAFAHP_00800	kduI	5-dehydro-4-deoxy-D-glucuronate isomerase	COG:COG3717, COG:G, EC:5.3.1.17, GO:0008270, GO:0008697, GO:0045490, RefSeq:WP_016901229.1, SO:0001217, UniParc:UPI0003183946, UniRef:UniRef100_A0A2S7BH99, UniRef:UniRef50_Q9A873, UniRef:UniRef90_Q8PR01
cluster_001_consensus	cds	189575	190330	+	FAFAHP_00805	kduD	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD	RefSeq:WP_016901228.1, SO:0001217, UniParc:UPI0002E40AA1, UniRef:UniRef100_A0A0E3YQ85, UniRef:UniRef50_A0A2Z4YV88, UniRef:UniRef90_A0A0A3WFV3
cluster_001_consensus	cds	190560	191222	+	FAFAHP_00810	rpiB	Ribose 5-phosphate isomerase RpiB	COG:COG0698, COG:G, RefSeq:WP_039510590.1, SO:0001217, UniParc:UPI0003E085BD, UniRef:UniRef100_W4SFM5, UniRef:UniRef50_A0A085GD25, UniRef:UniRef90_A0A0U4YPG9
cluster_001_consensus	cds	191507	192625	+	FAFAHP_00815		Lysophospholipase L1-like esterase/quercetin dioxygenase-like cupin family protein	RefSeq:WP_039510569.1, SO:0001217, UniParc:UPI0003E06E89, UniRef:UniRef100_W4SII8, UniRef:UniRef50_A0A7Y9MUR8, UniRef:UniRef90_A0A7W9EAE9
cluster_001_consensus	cds	192712	193356	-	FAFAHP_00820		DUF4375 domain-containing protein	RefSeq:WP_039510571.1, SO:0001217, UniParc:UPI0003E07CE8, UniRef:UniRef100_A0A0E3YSV5, UniRef:UniRef50_A0A0E3YSV5, UniRef:UniRef90_A0A0E3YSV5
cluster_001_consensus	cds	193425	194315	-	FAFAHP_00825	phhA	phenylalanine 4-monooxygenase	COG:COG3186, COG:E, RefSeq:WP_039510573.1, SO:0001217, UniParc:UPI0003E06482, UniRef:UniRef100_W4SJK9, UniRef:UniRef50_P30967, UniRef:UniRef90_A0A0A6TAS6
cluster_001_consensus	cds	194443	194925	+	FAFAHP_00830	lrp	DNA-binding transcriptional regulator, Lrp family	COG:COG1522, COG:K, RefSeq:WP_039814299.1, SO:0001217, UniParc:UPI0003E069CF, UniRef:UniRef100_W4SK31, UniRef:UniRef50_A0A091AWG4, UniRef:UniRef90_A0A6V7BHF3
cluster_001_consensus	cds	195149	197365	+	FAFAHP_00835	fhuE	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid	COG:COG4773, COG:P, RefSeq:WP_043105371.1, SO:0001217, UniParc:UPI0003E086B1, UniRef:UniRef100_W4SIC0, UniRef:UniRef50_A0A1H7YN30, UniRef:UniRef90_B0RLD7
cluster_001_consensus	cds	197745	198782	-	FAFAHP_00840	rssA	putative acylesterase/phospholipase RssA, containd patatin domain	COG:COG1752, COG:R, RefSeq:WP_016901221.1, SO:0001217, UniParc:UPI0002E3DA35, UniRef:UniRef100_A0A0E3YQ89, UniRef:UniRef50_A0A0G8KMZ2, UniRef:UniRef90_D4TB82
cluster_001_consensus	cds	198879	199889	-	FAFAHP_00845	aIM24	AIM24 protein, required for mitochondrial respiration	COG:C, COG:COG2013, RefSeq:WP_016901220.1, SO:0001217, UniParc:UPI000319CB26, UniRef:UniRef100_A0A2N7V9H3, UniRef:UniRef50_A0A183C8B0, UniRef:UniRef90_A0A0E3YRA3
cluster_001_consensus	cds	200080	200925	-	FAFAHP_00850	modF	ABC-type molybdenum transport system, ATPase component ModF/photorepair protein PhrA	COG:COG1119, COG:P, RefSeq:WP_039512867.1, SO:0001217, UniParc:UPI000460B067, UniRef:UniRef100_A0A5P3KL58, UniRef:UniRef50_M5CT83, UniRef:UniRef90_A0A0U5FNE8
cluster_001_consensus	cds	201079	202284	+	FAFAHP_00855	oLE1	Fatty-acid desaturase	COG:COG1398, COG:I, RefSeq:WP_039512876.1, SO:0001217, UniParc:UPI0003E074A1, UniRef:UniRef100_W4SK35, UniRef:UniRef50_A0A091AXI5, UniRef:UniRef90_B0RLS5
cluster_001_consensus	cds	202403	202675	+	FAFAHP_00860		EF hand domain protein	SO:0001217, UniRef:UniRef50_A0A0A0EP30, UniRef:UniRef90_G0C9V5
cluster_001_consensus	cds	202724	203461	+	FAFAHP_00865	opuBA	ABC-type proline/glycine betaine transport system, ATPase component	COG:COG1125, COG:E, RefSeq:WP_039512869.1, SO:0001217, UniParc:UPI0003E06CB6, UniRef:UniRef100_W4SIJ7, UniRef:UniRef50_Q3JDN7, UniRef:UniRef90_V7ZHF4
cluster_001_consensus	cds	203458	204930	+	FAFAHP_00870	osmF	Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)	COG:COG1732, COG:M, RefSeq:WP_039512870.1, SO:0001217, UniParc:UPI0003E0797D, UniRef:UniRef100_W4SIY2, UniRef:UniRef50_A0A6V7BDI0, UniRef:UniRef90_A0A6V7BDI0
cluster_001_consensus	cds	205005	206186	-	FAFAHP_00875		Aminotran-5 domain-containing protein	RefSeq:WP_039512871.1, SO:0001217, UniParc:UPI0003E066D4, UniRef:UniRef100_W4SJM0, UniRef:UniRef50_A0A6V7BTL9, UniRef:UniRef90_W4SJM0
cluster_001_consensus	cds	206257	207540	+	FAFAHP_00880	egtB	ergothioneine biosynthesis protein EgtB	COG:COG1262, COG:O, EC:1.14.99.50, KEGG:K18912, RefSeq:WP_039512872.1, SO:0001217, UniParc:UPI0003E06346, UniRef:UniRef100_A0A5P3KN93, UniRef:UniRef50_A0A0A0EQF6, UniRef:UniRef90_A0A1Y6H7L4
cluster_001_consensus	cds	207558	208523	+	FAFAHP_00885	egtD	L-histidine N(alpha)-methyltransferase	COG:COG4301, COG:R, SO:0001217, UniParc:UPI0003E06CE7, UniRef:UniRef100_A0A5P3KLK6, UniRef:UniRef50_A0A7X0UWG8, UniRef:UniRef90_A0A0K0GFI5
cluster_001_consensus	cds	208539	208808	+	FAFAHP_00890		DUF3253 domain-containing protein	RefSeq:WP_039512874.1, SO:0001217, UniParc:UPI0003E07927, UniRef:UniRef100_W4SIK2, UniRef:UniRef50_Q3BZB1, UniRef:UniRef90_A0A0E3YQ94
cluster_001_consensus	cds	209064	212771	-	FAFAHP_00895	iorA	TPP-dependent indolepyruvate ferredoxin oxidoreductase, alpha subunit	COG:C, COG:COG4231, RefSeq:WP_043087544.1, SO:0001217, UniParc:UPI0004616FCA, UniRef:UniRef100_A0A5P3KLV7, UniRef:UniRef50_A0A6V7BQW1, UniRef:UniRef90_A0A6V7BQW1
cluster_001_consensus	cds	212992	213603	+	FAFAHP_00900		Tetratricopeptide repeat protein	SO:0001217, UniParc:UPI0003E07C25, UniRef:UniRef100_A0A5P3KKP7, UniRef:UniRef50_E6WP38, UniRef:UniRef90_A0A0H2X418
cluster_001_consensus	cds	214422	215339	+	FAFAHP_00905	yfdV	putative permease, AEC (auxin efflux carrier) family	COG:COG0679, COG:R, RefSeq:WP_039512436.1, SO:0001217, UniParc:UPI00039F0C19, UniRef:UniRef100_A0A5P3KL50, UniRef:UniRef50_D2UGS0, UniRef:UniRef90_A0A0H2X2I8
cluster_001_consensus	cds	215405	216478	+	FAFAHP_00910		Lipoprotein	RefSeq:WP_224096700.1, SO:0001217, UniParc:UPI001CC6A27B, UniRef:UniRef100_UPI001CC6A27B, UniRef:UniRef50_A0A0B2C2Z0, UniRef:UniRef90_A0A0E3YRZ2
cluster_001_consensus	cds	216630	217262	+	FAFAHP_00915	parA	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	COG:COG1192, COG:DN, RefSeq:WP_016904235.1, SO:0001217, UniParc:UPI0002E241F2, UniRef:UniRef100_A0A0E3UFQ1, UniRef:UniRef50_A0A1Y6H1P0, UniRef:UniRef90_A0A1Y6H1P0
cluster_001_consensus	cds	217277	217753	+	FAFAHP_00920	sixA	Phosphohistidine phosphatase SixA	COG:COG2062, COG:T, RefSeq:WP_039512433.1, SO:0001217, UniParc:UPI0003E06F2E, UniRef:UniRef100_A0A5P3KKX9, UniRef:UniRef50_A0A160N3X9, UniRef:UniRef90_A0A0U5FKE2
cluster_001_consensus	cds	217814	218329	+	FAFAHP_00925	yceI	Polyisoprenoid-binding periplasmic protein YceI	COG:COG2353, COG:R, SO:0001217, UniParc:UPI0004AFB2EB, UniRef:UniRef100_A0A5P3KKV6, UniRef:UniRef50_M5CIJ0, UniRef:UniRef90_A0A0H2X422
cluster_001_consensus	cds	218326	220344	+	FAFAHP_00930		Cardiolipin synthase	RefSeq:WP_043106117.1, SO:0001217, UniParc:UPI0003E05F35, UniRef:UniRef100_A0A5P3KN83, UniRef:UniRef50_J7UYC5, UniRef:UniRef90_A0A0U5FH38
cluster_001_consensus	cds	220671	221099	+	FAFAHP_00935	paaI	Acyl-CoA thioesterase PaaI, contains HGG motif	COG:COG2050, COG:Q, RefSeq:WP_016904231.1, SO:0001217, UniParc:UPI000316ACFF, UniRef:UniRef100_A0A2N7V9B5, UniRef:UniRef50_A0A0U5FGR6, UniRef:UniRef90_A0A0U5FGR6
cluster_001_consensus	cds	221217	222020	+	FAFAHP_00940	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	COG:COG0204, COG:I, RefSeq:WP_039516531.1, SO:0001217, UniParc:UPI0003E0812F, UniRef:UniRef100_W4SN22, UniRef:UniRef50_A0A091AR61, UniRef:UniRef90_W4SN22
cluster_001_consensus	cds	222084	223070	+	FAFAHP_00945	yheT	putative hydrolase of the alpha/beta-hydrolase fold	COG:COG0429, COG:R, RefSeq:WP_039516527.1, SO:0001217, UniParc:UPI0003A42627, UniRef:UniRef100_W4SML2, UniRef:UniRef50_G7UUY1, UniRef:UniRef90_A0A1C3NP01
cluster_001_consensus	cds	223129	225201	+	FAFAHP_00950	pilF	Type IV pilus assembly protein PilF/PilW	COG:COG3063, COG:NW, RefSeq:WP_043088429.1, SO:0001217, UniParc:UPI0004619A68, UniRef:UniRef100_A0A5P3KL37, UniRef:UniRef50_J7VRE4, UniRef:UniRef90_A0A2S7CFP2
cluster_001_consensus	cds	225858	226469	+	FAFAHP_00955	pEBP	putative conserved protein, phosphatidylethanolamine-binding protein (PEBP) family	COG:COG1881, COG:R, RefSeq:WP_039529156.1, SO:0001217, UniParc:UPI000460B822, UniRef:UniRef100_A0A5P3KPB0, UniRef:UniRef50_A0A1T4Q5G8, UniRef:UniRef90_V7ZJ50
cluster_001_consensus	cds	226575	227387	-	FAFAHP_00960		META domain-containing protein	RefSeq:WP_039516510.1, SO:0001217, UniParc:UPI0003E076BF, UniRef:UniRef100_W4SN18, UniRef:UniRef50_A0A0Q5GQ77, UniRef:UniRef90_A0A2S7CFQ1
